Product,Seller_ID,Item_Category,Subcategory_1,Subcategory_2,General_Rating,Listing_Date,Purchase_Date
P-12082,B-3078,clothing,men s clothing,t shirts,2.2,12/15/17,11/23/21
P-12230,B-3078,clothing,men s clothing,t shirts,4.8,12/15/19,12/28/21
P-7092,B-1883,clothing,women s clothing,western wear,2.3,6/15/19,10/20/21
P-2639,B-664,clothing,kids clothing,girls wear,2.5,6/15/20,10/22/21
P-5015,B-1321,clothing,women s clothing,ethnic wear,3.4,3/16/13,5/12/21
P-10495,B-2745,clothing,women s clothing,winter seasonal wear,2.3,3/16/16,7/15/21
P-1419,B-249,clothing,men s clothing,accessories combo sets,3.2,4/16/15,2/18/21
P-4813,B-1269,clothing,men s clothing,inner wear sleep wear,3.7,6/16/14,3/1/21
P-7734,B-2058,clothing,men s clothing,inner wear sleep wear,2.1,6/16/19,6/20/21
P-9821,B-2565,clothing,kids clothing,boys wear,4.5,6/16/20,6/14/21
P-3484,B-906,clothing,women s clothing,lingerie sleep swimwear,1,6/17/16,7/2/21
P-1043,B-142,clothing,women s clothing,western wear,4.9,6/17/18,10/31/21
P-4830,B-1271,clothing,kids clothing,girls wear,3.2,6/17/19,10/3/21
P-6451,B-1682,clothing,women s clothing,lingerie sleep swimwear,4.9,3/18/16,8/23/21
P-2732,B-711,clothing,men s clothing,jeans,1.1,3/18/16,12/3/21
P-7558,B-19,clothing,women s clothing,winter seasonal wear,2.3,3/18/17,6/22/21
P-5394,B-1438,clothing,kids clothing,girls wear,1.5,3/18/17,4/7/21
P-101,B-23,clothing,men s clothing,accessories combo sets,4.1,4/18/17,2/9/21
P-462,B-112,clothing,kids clothing,boys wear,5,6/18/14,5/3/21
P-9960,B-2607,clothing,women s clothing,formal wear,3.5,3/19/16,3/23/21
P-2134,B-479,clothing,men s clothing,t shirts,1.9,4/19/19,1/14/21
P-9151,B-2344,clothing,men s clothing,shirts,2.6,6/19/16,9/27/21
P-10585,B-3078,clothing,men s clothing,winter seasonal wear,2.7,12/20/12,3/24/21
P-6992,B-3078,clothing,kids clothing,girls wear,2.3,12/20/12,4/8/21
P-201,B-3078,clothing,kids clothing,girls wear,2.1,12/20/13,4/9/21
P-9318,B-3078,clothing,women s clothing,winter seasonal wear,4.3,12/20/13,3/25/21
P-2414,B-3078,clothing,men s clothing,winter seasonal wear,4.1,12/20/13,9/8/21
P-6520,B-3078,clothing,men s clothing,trousers,3.2,12/20/13,12/18/21
P-2043,B-3078,clothing,men s clothing,winter seasonal wear,1,12/20/17,3/8/21
P-6818,B-3078,clothing,men s clothing,winter seasonal wear,3,12/20/18,2/20/21
P-10095,B-2669,clothing,men s clothing,winter seasonal wear,2.1,5/20/13,7/19/21
P-3591,B-925,clothing,women s clothing,ethnic wear,1.2,5/20/14,3/11/21
P-4798,B-1266,clothing,men s clothing,winter seasonal wear,4.8,5/20/15,6/16/21
P-4861,B-1280,clothing,men s clothing,ethnic wear,1.5,5/20/15,6/30/21
P-3364,B-872,clothing,men s clothing,winter seasonal wear,3.9,5/20/19,11/29/21
P-6486,B-1699,clothing,women s clothing,lingerie sleep swimwear,2.3,6/20/16,
P-6486,B-1699,clothing,women s clothing,lingerie sleep swimwear,2.3,6/20/16,9/3/21
P-12457,B-3317,clothing,women s clothing,fusion wear,1.3,6/20/20,11/2/21
P-5875,B-1536,clothing,kids clothing,girls wear,1.2,3/21/15,6/5/21
P-9799,B-2555,clothing,men s clothing,shirts,4.5,3/21/16,9/5/21
P-10491,B-2743,clothing,kids clothing,boys wear,1.8,4/21/18,8/3/21
P-10774,B-2845,clothing,men s clothing,accessories combo sets,4.1,6/21/16,7/31/21
P-6137,B-1621,clothing,men s clothing,inner wear sleep wear,3.4,6/21/19,2/12/21
P-11765,B-3164,clothing,women s clothing,ethnic wear,1.4,6/21/19,
P-11326,B-3000,clothing,women s clothing,lingerie sleep swimwear,4.2,4/23/14,4/28/21
P-3234,B-842,clothing,women s clothing,lingerie sleep swimwear,4.6,6/23/15,11/22/21
P-4585,B-1214,clothing,women s clothing,lingerie sleep swimwear,4.4,6/23/16,6/8/21
P-1228,B-199,clothing,kids clothing,girls wear,3.1,6/23/17,10/13/21
P-9149,B-2344,clothing,men s clothing,suits blazers,3.8,6/23/20,11/26/21
P-455,B-108,clothing,women s clothing,formal wear,4.9,2/24/15,2/25/21
P-9656,B-2510,clothing,women s clothing,western wear,4,4/24/14,6/18/21
P-12449,B-3314,clothing,women s clothing,western wear,4,4/24/17,11/2/21
P-12450,B-3314,clothing,women s clothing,western wear,3,4/24/18,11/2/21
P-9655,B-2510,clothing,women s clothing,western wear,3.6,4/24/18,4/5/21
P-4966,B-1312,clothing,women s clothing,ethnic wear,3,6/24/13,2/5/21
P-9436,B-2428,clothing,men s clothing,accessories combo sets,4.4,6/24/14,5/2/21
P-7842,B-2086,clothing,women s clothing,western wear,1.4,3/25/13,1/1/21
P-1968,B-422,clothing,women s clothing,western wear,4.9,3/25/16,10/6/21
P-3582,B-921,clothing,women s clothing,ethnic wear,4.3,3/25/18,1/28/21
P-523,B-127,clothing,women s clothing,lingerie sleep swimwear,4.3,3/25/19,12/6/21
P-11718,B-3146,clothing,women s clothing,fusion wear,4.8,4/25/14,5/11/21
P-6170,B-1627,clothing,women s clothing,ethnic wear,1.4,4/25/17,10/8/21
P-4296,B-1113,clothing,men s clothing,trousers,2.8,6/25/20,3/19/21
P-2175,B-495,clothing,women s clothing,western wear,2,3/26/17,9/28/21
P-5268,B-1407,clothing,kids clothing,boys wear,3.6,5/26/13,9/7/21
P-12372,B-3292,clothing,kids clothing,girls wear,1.8,5/26/13,8/8/21
P-2259,B-523,clothing,women s clothing,maternity wear,1.7,5/26/15,1/13/21
P-7480,B-2003,clothing,women s clothing,lingerie sleep swimwear,3.5,5/26/17,12/7/21
P-12371,B-3292,clothing,kids clothing,girls wear,1.9,5/26/17,7/14/21
P-12517,B-3342,clothing,men s clothing,trousers,3.7,6/26/13,2/3/21
P-12513,B-3342,clothing,men s clothing,shirts,2.8,6/26/14,2/24/21
P-12551,B-3350,clothing,women s clothing,western wear,2.3,5/27/15,7/21/21
P-2811,B-727,clothing,men s clothing,cargos shorts 3 4ths,2.3,5/27/16,12/25/21
P-3225,B-838,clothing,men s clothing,cargos shorts 3 4ths,4.8,5/27/19,10/3/21
P-5898,B-1551,clothing,women s clothing,lingerie sleep swimwear,3.7,4/28/16,12/12/21
P-3955,B-1019,clothing,kids clothing,boys wear,1.9,4/28/18,9/15/21
P-3545,B-913,clothing,kids clothing,girls wear,2.5,4/28/18,9/6/21
P-4835,B-1273,clothing,women s clothing,ethnic wear,1.5,5/28/19,11/24/21
P-4558,B-3078,clothing,men s clothing,winter seasonal wear,2.8,12/29/12,4/23/21
P-9714,B-3078,clothing,men s clothing,winter seasonal wear,2.7,12/29/13,7/8/21
P-12388,B-3078,clothing,men s clothing,winter seasonal wear,1.7,12/29/13,7/26/21
P-12471,B-3078,clothing,kids clothing,boys wear,2.8,12/29/14,8/4/21
P-11396,B-3078,clothing,men s clothing,winter seasonal wear,2.9,12/29/15,3/27/21
P-9881,B-3078,clothing,women s clothing,ethnic wear,2.1,12/29/16,2/11/21
P-8167,B-3078,clothing,women s clothing,ethnic wear,3.6,12/29/16,7/3/21
P-9945,B-3078,clothing,women s clothing,ethnic wear,1,12/29/17,8/24/21
P-10581,B-3078,clothing,men s clothing,winter seasonal wear,4,12/29/17,4/29/21
P-9886,B-3078,clothing,women s clothing,ethnic wear,3.7,12/29/17,2/3/21
P-8469,B-3078,clothing,women s clothing,ethnic wear,4.2,12/29/18,12/5/21
P-9885,B-3078,clothing,women s clothing,ethnic wear,3.8,12/29/18,7/5/21
P-9064,B-3078,clothing,women s clothing,ethnic wear,1,12/29/18,8/29/21
P-9408,B-3078,clothing,men s clothing,winter seasonal wear,4.3,12/29/18,2/17/21
P-7891,B-2679,clothing,men s clothing,shirts,4.6,12/29/18,6/18/21
P-7889,B-2679,clothing,men s clothing,shirts,4.3,12/29/19,4/4/21
P-9882,B-3078,clothing,women s clothing,ethnic wear,3.1,12/29/19,5/20/21
P-6554,B-3078,clothing,women s clothing,fusion wear,4.6,12/29/19,8/6/21
P-9887,B-3078,clothing,women s clothing,ethnic wear,2.7,12/29/19,1/23/21
P-9658,B-2512,clothing,women s clothing,ethnic wear,2.3,4/29/18,4/26/21
P-8074,B-2133,clothing,kids clothing,girls wear,4.4,4/29/20,5/27/21
P-3156,B-2372,clothing,women s clothing,western wear,3.9,12/30/12,3/21/21
P-11220,B-2372,clothing,women s clothing,western wear,1.3,12/30/12,9/13/21
P-515,B-2373,clothing,women s clothing,western wear,3.4,12/30/12,7/6/21
P-6811,B-2679,clothing,women s clothing,western wear,2.7,12/30/12,5/10/21
P-3068,B-2372,clothing,women s clothing,western wear,1.1,12/30/12,1/13/21
P-4272,B-2372,clothing,women s clothing,western wear,2.9,12/30/12,11/27/21
P-3708,B-2679,clothing,women s clothing,western wear,4.8,12/30/12,3/17/21
P-1138,B-2372,clothing,women s clothing,western wear,1.7,12/30/13,8/14/21
P-6141,B-2373,clothing,women s clothing,western wear,4.4,12/30/13,3/18/21
P-5610,B-2679,clothing,women s clothing,western wear,3,12/30/13,4/30/21
P-2718,B-2372,clothing,women s clothing,western wear,5,12/30/13,3/14/21
P-5261,B-2679,clothing,women s clothing,western wear,4.5,12/30/13,9/23/21
P-7999,B-2372,clothing,women s clothing,western wear,1.6,12/30/13,10/26/21
P-7272,B-2372,clothing,women s clothing,western wear,3.2,12/30/13,7/21/21
P-6921,B-2372,clothing,women s clothing,western wear,4.6,12/30/13,9/22/21
P-11837,B-3078,clothing,women s clothing,ethnic wear,2.9,12/30/13,5/2/21
P-4902,B-2373,clothing,women s clothing,western wear,2.6,12/30/13,
P-9738,B-2372,clothing,women s clothing,western wear,4.8,12/30/13,1/27/21
P-7086,B-3078,clothing,women s clothing,western wear,3,12/30/13,3/11/21
P-3462,B-2372,clothing,women s clothing,western wear,1.1,12/30/14,
P-11058,B-3078,clothing,women s clothing,western wear,3,12/30/14,7/25/21
P-4517,B-2372,clothing,women s clothing,western wear,4.2,12/30/14,1/12/21
P-6950,B-3078,clothing,women s clothing,western wear,2,12/30/14,3/25/21
P-6135,B-3078,clothing,women s clothing,western wear,2.3,12/30/14,8/24/21
P-1969,B-2372,clothing,women s clothing,western wear,1.9,12/30/14,10/4/21
P-8228,B-2373,clothing,women s clothing,western wear,4.3,12/30/14,6/17/21
P-2894,B-505,clothing,women s clothing,western wear,4.9,12/30/14,11/15/21
P-4838,B-2679,clothing,women s clothing,western wear,3.7,12/30/14,8/12/21
P-2457,B-2680,clothing,women s clothing,western wear,4.4,12/30/14,8/27/21
P-8229,B-2372,clothing,women s clothing,western wear,3.4,12/30/14,
P-4515,B-2373,clothing,women s clothing,western wear,2.9,12/30/14,5/12/21
P-1446,B-2372,clothing,women s clothing,western wear,2.7,12/30/14,2/12/21
P-6276,B-2373,clothing,women s clothing,western wear,2.1,12/30/14,2/24/21
P-2279,B-2372,clothing,women s clothing,western wear,3.6,12/30/14,1/27/21
P-10532,B-3078,clothing,women s clothing,ethnic wear,3.5,12/30/15,1/21/21
P-1465,B-2679,clothing,women s clothing,western wear,4.2,12/30/15,3/10/21
P-5842,B-2679,clothing,women s clothing,western wear,3.1,12/30/15,12/24/21
P-5946,B-2679,clothing,women s clothing,western wear,5,12/30/15,11/7/21
P-6275,B-3078,clothing,women s clothing,western wear,1.3,12/30/15,12/10/21
P-10905,B-2373,clothing,women s clothing,western wear,4.9,12/30/15,4/8/21
P-10019,B-3078,clothing,women s clothing,fusion wear,2.1,12/30/15,10/10/21
P-10053,B-3078,clothing,women s clothing,ethnic wear,1.2,12/30/15,8/25/21
P-5789,B-3078,clothing,women s clothing,western wear,3.3,12/30/15,8/23/21
P-8233,B-2372,clothing,women s clothing,western wear,4.2,12/30/15,5/15/21
P-2130,B-3078,clothing,women s clothing,western wear,3.4,12/30/16,11/23/21
P-6538,B-2679,clothing,women s clothing,western wear,3.4,12/30/16,12/14/21
P-9322,B-2372,clothing,women s clothing,western wear,4.7,12/30/16,2/2/21
P-1025,B-3078,clothing,women s clothing,western wear,4.6,12/30/16,10/7/21
P-1643,B-2373,clothing,women s clothing,western wear,3.9,12/30/16,7/24/21
P-1193,B-2372,clothing,women s clothing,western wear,1.9,12/30/16,10/25/21
P-2458,B-3078,clothing,women s clothing,western wear,3.7,12/30/16,
P-4216,B-3078,clothing,women s clothing,ethnic wear,1.3,12/30/16,11/4/21
P-1644,B-3078,clothing,women s clothing,western wear,5,12/30/16,8/10/21
P-5262,B-2372,clothing,women s clothing,western wear,1.6,12/30/16,6/19/21
P-171,B-2679,clothing,women s clothing,western wear,2.1,12/30/17,6/6/21
P-3494,B-2372,clothing,women s clothing,western wear,3.4,12/30/17,4/4/21
P-9686,B-2372,clothing,women s clothing,western wear,4.2,12/30/17,5/17/21
P-3518,B-2679,clothing,women s clothing,western wear,2.4,12/30/17,6/25/21
P-2474,B-2372,clothing,women s clothing,western wear,1.5,12/30/17,2/22/21
P-10606,B-3078,clothing,women s clothing,fusion wear,3.3,12/30/17,6/28/21
P-1955,B-3078,clothing,women s clothing,western wear,3,12/30/17,3/23/21
P-4299,B-2372,clothing,women s clothing,western wear,1,12/30/17,8/26/21
P-4492,B-3078,clothing,women s clothing,western wear,4.8,12/30/17,8/15/21
P-2455,B-3078,clothing,women s clothing,western wear,2.2,12/30/17,6/1/21
P-11057,B-3078,clothing,women s clothing,western wear,3.9,12/30/17,6/7/21
P-2893,B-2679,clothing,women s clothing,western wear,4.8,12/30/18,8/13/21
P-1642,B-3078,clothing,women s clothing,western wear,1,12/30/18,8/9/21
P-1962,B-3078,clothing,women s clothing,western wear,2,12/30/18,9/15/21
P-268,B-2679,clothing,women s clothing,western wear,2.1,12/30/18,8/31/21
P-5903,B-3078,clothing,women s clothing,ethnic wear,4.5,12/30/18,10/1/21
P-179,B-2680,clothing,women s clothing,western wear,4.4,12/30/18,7/1/21
P-7273,B-3078,clothing,women s clothing,western wear,5,12/30/18,5/27/21
P-3412,B-2372,clothing,women s clothing,western wear,3.2,12/30/18,9/30/21
P-4853,B-3078,clothing,women s clothing,western wear,4.1,12/30/18,4/18/21
P-9249,B-3078,clothing,women s clothing,ethnic wear,5,12/30/18,2/8/21
P-11218,B-2372,clothing,women s clothing,western wear,4.9,12/30/18,1/19/21
P-3270,B-2373,clothing,women s clothing,western wear,1.2,12/30/18,3/3/21
P-10025,B-2373,clothing,women s clothing,western wear,3.1,12/30/18,6/21/21
P-1960,B-3078,clothing,women s clothing,western wear,3.5,12/30/18,9/25/21
P-1142,B-2372,clothing,women s clothing,western wear,4.3,12/30/19,2/8/21
P-7559,B-2372,clothing,women s clothing,western wear,1.1,12/30/19,
P-451,B-2372,clothing,women s clothing,western wear,2.7,12/30/19,4/3/21
P-3930,B-2679,clothing,women s clothing,western wear,4.3,12/30/19,2/9/21
P-8232,B-2373,clothing,women s clothing,western wear,2,12/30/19,10/26/21
P-11219,B-2372,clothing,women s clothing,western wear,4.8,12/30/19,12/8/21
P-5838,B-2372,clothing,women s clothing,western wear,4.5,12/30/19,7/9/21
P-2133,B-2372,clothing,women s clothing,western wear,2.8,12/30/19,4/12/21
P-5947,B-2679,clothing,women s clothing,western wear,2.4,12/30/19,9/24/21
P-4900,B-3078,clothing,women s clothing,western wear,1.3,12/30/19,4/26/21
P-8000,B-2373,clothing,women s clothing,western wear,3.9,12/30/19,7/31/21
P-4215,B-3078,clothing,women s clothing,ethnic wear,2.8,12/30/19,9/18/21
P-1628,B-2679,clothing,women s clothing,western wear,3.5,12/30/19,9/20/21
P-12431,B-3309,clothing,women s clothing,ethnic wear,1.8,4/30/15,10/12/21
P-5944,B-3078,clothing,men s clothing,winter seasonal wear,1.5,12/31/12,4/20/21
P-1032,B-3078,clothing,men s clothing,accessories combo sets,1.1,12/31/13,4/2/21
P-8871,B-3078,clothing,men s clothing,accessories combo sets,1.3,12/31/13,1/18/21
P-3475,B-3078,clothing,women s clothing,ethnic wear,3,12/31/14,4/29/21
P-5048,B-3078,clothing,women s clothing,western wear,2.4,12/31/14,6/16/21
P-4173,B-3078,clothing,men s clothing,accessories combo sets,4.6,12/31/14,
P-5943,B-3078,clothing,men s clothing,winter seasonal wear,1.4,12/31/15,8/12/21
P-8301,B-3078,clothing,men s clothing,winter seasonal wear,4,12/31/16,2/2/21
P-4832,B-3078,clothing,kids clothing,girls wear,4,12/31/16,5/12/21
P-5939,B-3078,clothing,men s clothing,winter seasonal wear,3.9,12/31/16,12/2/21
P-9998,B-3078,clothing,women s clothing,western wear,4.4,12/31/17,
P-4560,B-3078,clothing,women s clothing,western wear,4.6,12/31/17,
P-8819,B-3078,clothing,men s clothing,accessories combo sets,2.7,12/31/17,10/12/21
P-4138,B-3078,clothing,women s clothing,western wear,2.8,12/31/17,4/21/21
P-6822,B-3078,clothing,men s clothing,winter seasonal wear,4.9,12/31/17,4/27/21
P-6436,B-3078,clothing,men s clothing,accessories combo sets,4,12/31/17,2/17/21
P-2662,B-3078,clothing,women s clothing,ethnic wear,2.5,12/31/17,2/8/21
P-8356,B-3078,clothing,men s clothing,winter seasonal wear,2.4,12/31/17,2/16/21
P-3763,B-966,clothing,women s clothing,ethnic wear,4.4,12/31/18,6/10/21
P-4171,B-3078,clothing,men s clothing,accessories combo sets,4.7,12/31/19,2/9/21
P-1033,B-3078,clothing,men s clothing,accessories combo sets,4.1,12/31/19,11/8/21
P-2410,B-573,clothing,unknown,clovia women s t shirt bra,3.7,10/5/13,8/27/21
P-2438,B-587,home furnishing,unknown,coirfit single coir mattress,1.2,10/5/18,8/2/21
P-12564,B-3352,computers,network components,routers,4.4,1/12/12,6/4/21
P-11285,B-2984,computers,network components,routers,3.6,1/12/12,7/3/21
P-1412,B-247,computers,network components,routers,4,1/12/12,5/13/21
P-1656,B-340,computers,network components,routers,3.9,1/12/12,5/2/21
P-6497,B-1703,computers,network components,routers,4,1/12/12,6/29/21
P-10935,B-2895,computers,network components,routers,4.4,1/12/13,12/30/21
P-12126,B-3234,computers,network components,routers,3.2,1/12/13,4/25/21
P-2621,B-662,computers,network components,routers,4.3,1/12/13,7/30/21
P-10941,B-2895,computers,network components,routers,4.4,1/12/13,9/2/21
P-10939,B-2895,computers,network components,routers,4.1,1/12/13,6/21/21
P-7439,B-1994,computers,network components,routers,1,1/12/13,8/25/21
P-10943,B-2895,computers,network components,routers,3.7,1/12/13,7/21/21
P-10928,B-2895,computers,network components,routers,3.3,1/12/13,2/24/21
P-12059,B-3219,computers,network components,routers,3,1/12/13,3/10/21
P-5296,B-1413,computers,computer peripherals,printers inks,3.5,3/1/13,11/19/21
P-4464,B-1176,computers,laptop accessories,laptop adapters,1.3,10/6/13,12/1/21
P-10925,B-2895,computers,network components,routers,4.8,1/12/14,5/13/21
P-11320,B-2998,computers,network components,routers,5,1/12/14,9/7/21
P-11279,B-2984,computers,network components,routers,4.1,1/12/14,11/9/21
P-7431,B-1993,computers,network components,routers,3.5,1/12/14,1/5/21
P-4466,B-1176,computers,laptop accessories,batteries,2.3,7/1/14,9/15/21
P-6308,B-1645,computers,laptop accessories,batteries,4.6,7/1/14,2/25/21
P-4461,B-1176,computers,laptop accessories,laptop adapters,3.2,10/6/14,11/20/21
P-10164,B-2695,computers,laptop accessories,adapters,3.9,11/3/14,9/30/21
P-10167,B-2695,computers,laptop accessories,adapters,1.9,11/3/14,10/26/21
P-9555,B-2473,computers,laptop accessories,mouse pads,2.7,12/5/14,12/2/21
P-7437,B-1994,computers,network components,routers,2.4,1/12/15,2/11/21
P-1395,B-247,computers,network components,routers,1.9,1/12/15,2/6/21
P-6319,B-1646,computers,network components,routers,3.9,1/12/15,1/24/21
P-1760,B-375,computers,network components,routers,1.1,1/12/15,11/12/21
P-8563,B-2250,computers,laptop accessories,computer accessories combos,4,3/3/15,10/1/21
P-11305,B-2992,computers,audio players,mp4 video mp3 players,3.8,4/1/15,9/6/21
P-9211,B-2370,computers,laptop accessories,batteries,3.7,7/1/15,11/19/21
P-1249,B-205,computers,laptop accessories,batteries,4,7/1/15,5/1/21
P-53,B-4,computers,laptop accessories,batteries,3.1,7/1/15,11/17/21
P-10156,B-2695,computers,laptop accessories,adapters,4.1,11/3/15,12/29/21
P-10145,B-2695,computers,laptop accessories,adapters,4.7,11/3/15,
P-9215,B-2370,computers,laptop accessories,adapters,4.1,12/12/15,2/10/21
P-6331,B-1650,computers,network components,routers,3.4,1/12/16,3/31/21
P-4876,B-1287,computers,network components,routers,4,1/12/16,2/14/21
P-7424,B-1993,computers,network components,routers,4.2,1/12/16,7/8/21
P-8567,B-2250,computers,laptop accessories,computer accessories combos,2.5,3/3/16,11/1/21
P-6297,B-1645,computers,laptop accessories,batteries,4.3,7/1/16,3/5/21
P-6310,B-1645,computers,laptop accessories,batteries,3,7/1/16,10/26/21
P-9154,B-2347,computers,laptop accessories,batteries,4.1,7/1/16,12/8/21
P-10159,B-2695,computers,laptop accessories,adapters,4.3,11/3/16,5/30/21
P-9205,B-2370,computers,laptop accessories,adapters,3,12/12/16,9/28/21
P-7429,B-1993,computers,network components,routers,5,1/12/17,7/12/21
P-10937,B-2895,computers,network components,routers,5,1/12/17,7/11/21
P-1409,B-247,computers,network components,routers,4.2,1/12/17,9/4/21
P-12124,B-3234,computers,network components,routers,3.7,1/12/17,9/19/21
P-11324,B-2998,computers,network components,routers,4.3,1/12/17,1/4/21
P-12565,B-3352,computers,network components,routers,4,1/12/17,9/23/21
P-6294,B-1645,computers,laptop accessories,batteries,3.2,7/1/17,1/23/21
P-10930,B-2895,computers,network components,routers,3.7,1/12/18,10/15/21
P-11254,B-2977,computers,network components,routers,2.2,1/12/18,4/10/21
P-7427,B-1993,computers,network components,routers,4,1/12/18,1/1/21
P-9776,B-2548,computers,network components,routers,3.2,1/12/18,10/16/21
P-8543,B-2250,computers,laptop accessories,computer accessories combos,3.3,3/3/18,12/12/21
P-4790,B-1264,computers,laptop accessories,batteries,2.9,7/1/18,2/20/21
P-4456,B-1176,computers,laptop accessories,laptop adapters,3.8,10/6/18,5/16/21
P-6314,B-1645,computers,laptop accessories,adapters,1.4,12/12/18,9/3/21
